202,203,204,206,208,209,210,211,212,213,214,216,217,220,221,223,302,303,306,307,308,310,311,312,314,315,316,317,318,319,320,324,402,403,404,405,406,407,411,412,413,414,416,419,420,421,423,424,501,503,505,506,508,509,510,512,513,514,516,518,520,521,522,524
0.02314,0.03381,0.01526,0.04452,-0.00053,-0.06492,-0.00288,-0.01327,0.00449,0.05219,0.02228,0.01036,-0.02807,-0.01214,0.02587,0.04506,0.00138,0.00341,0.02382,0.00222,-0.01014,0.00772,0.04844,0.00599,0.01492,0.01286,-0.00305,0.0012,-0.02185,-0.02586,0.10873,0.01147,-0.0366,-0.05758,-0.07992,-0.09466,-0.07295,-0.10811,-0.08425,-0.05527,-0.02565,-0.04271,-0.04275,-0.05117,-0.17545,-0.06747,-0.05856,-0.04126,-0.02987,-0.07964,-0.13391,-0.14188,-0.15203,-0.13264,-0.14921,-0.09193,-0.05853,-0.14814,-0.10672,-0.08516,-0.17219,-0.15609,-0.08277,-0.08531
0.03006,0.02947,-0.00899,-0.03984,-0.01436,0.01393,-0.03445,0.00093,0.01922,0.01511,-0.01347,0.04243,0.01417,0.05137,0.01982,0.0557,0.04394,0.03029,-0.02547,0.0133,0.015,0.01274,-0.01523,0.05547,0.01111,0.03799,0.01595,-0.01499,-0.00334,0.04055,0.05661,0.04694,0.04621,0.0238,0.10202,0.12314,0.04397,0.08728,0.15898,0.17098,0.05848,0.12124,0.09354,0.17107,0.03665,0.14728,0.07434,0.13559,0.10346,0.12708,0.05642,0.05391,0.18007,0.10008,0.07495,0.14406,0.15062,0.06231,0.13268,0.12997,0.07581,0.2478,0.1471,0.04349
-0.07352,-0.06891,0.0555,0.10546,0.0304,0.01892,-0.07296,-0.01111,-0.07873,0.01462,0.04673,0.06725,0.01965,-0.05248,0.00492,0.0284,-0.08011,-0.08506,0.02795,-0.20723,-0.09338,-0.21905,-0.14434,-0.06303,-0.08726,-0.08948,0.04848,0.01247,-0.00494,-0.18344,-0.04493,-0.08495,-0.14012,-0.27684,-0.18244,-0.0352,-0.08298,-0.24113,-0.02637,-0.61714,-0.32978,-0.21588,-0.56525,-0.60731,-0.28853,-0.11735,-0.10194,-0.04819,-0.14546,-0.11319,-0.06682,-0.04671,-0.13032,-0.16025,-0.04457,-0.03429,-0.08024,-0.13659,-0.21339,-0.07397,0.11977,-0.02292,-0.044,0.05078
-0.12853,-0.14401,0.09084,0.1241,-0.07197,-0.07449,0.01179,0.07323,0.08765,-0.04105,-0.0783,0.04322,0.19418,-0.04756,-0.00295,0.12993,-0.09716,-0.17032,0.06529,-0.02964,-0.1093,0.12575,-0.05366,0.0174,-0.09621,-0.09388,0.09072,0.17395,0.10088,-0.09654,-0.10731,0.08478,0.04297,-0.1362,0.59674,0.54241,0.31961,0.33372,0.12453,0.38704,-0.03095,-0.12387,0.60615,0.66016,0.38113,0.41104,0.10661,0.22634,-0.13205,-0.08281,0.68448,0.55104,0.52229,0.33281,0.26982,0.25519,0.00471,-0.07007,0.72088,0.45631,0.27764,0.47106,0.35596,0.23738
-0.08018,-0.13835,0.06989,0.12131,-0.04211,-0.06298,-0.02729,0.03372,-0.03421,-0.04448,-0.02416,0.06166,0.02608,-0.11835,-0.03702,-0.01392,-0.17595,-0.14374,0.06956,-0.09989,-0.11159,-0.06585,-0.1367,0.00238,-0.1382,-0.11693,-0.00038,0.06599,0.06207,-0.25675,-0.14944,-0.07602,-0.05569,-0.22817,-0.14413,0.02195,0.07137,-0.38486,-0.28126,-0.13312,-0.16563,-0.20036,-0.00489,-0.37087,-0.45584,-0.44811,-0.06977,-0.00677,-0.22403,-0.22123,-0.12353,-0.10666,-0.52492,-0.5696,-0.13358,-0.02394,-0.10018,-0.12739,-0.19281,-0.12851,-0.29748,-0.52646,-0.13343,-0.09248
-0.04517,-0.01665,0.10602,0.09094,-0.0094,-0.08863,-0.0066,0.07526,-0.01885,-0.03623,-0.04499,-0.05487,-0.10456,-0.10002,-0.0594,-0.02119,0.01014,-0.06445,0.1183,0.01537,-0.00361,0.08523,-0.00781,0.06058,0.0084,0.00464,0.0749,0.127,0.085,-0.02584,0.03797,0.03929,0.10465,0.0693,0.53093,0.43208,0.20173,0.26799,0.15572,0.36616,0.10599,-0.00098,0.44183,0.47787,0.24164,0.4103,0.20809,0.20744,-0.08182,-0.05174,0.50341,0.36457,0.43412,0.36225,0.19583,0.25656,-0.02124,-0.04566,0.54742,0.38563,0.2152,0.42223,0.16589,0.29756
-0.09815,-0.1934,0.08631,0.02719,-0.06017,-0.1208,0.00094,0.10711,0.06427,-0.1324,-0.18273,0.0257,0.01565,-0.04424,-0.08957,-0.03728,-0.07621,-0.15372,0.03415,-0.11971,-0.04214,0.02771,-0.13751,0.01818,-0.11462,-0.15751,0.01457,0.06167,0.05813,-0.19676,-0.08894,0.00168,0.08462,-0.02975,0.83421,0.56603,0.32567,0.41499,0.26977,0.31091,-0.0338,-0.10056,0.407,0.64983,0.5897,0.56567,0.15396,0.22098,-0.15232,-0.05165,0.97199,0.86955,0.86999,0.55799,0.3465,0.26037,-0.07144,-0.12221,1.0958,0.54163,0.01923,0.34248,0.22836,0.23857
-0.07078,-0.04388,0.07436,0.0685,-0.02547,-0.02528,-0.02089,0.06954,0.01775,0.02514,0.01624,0.01914,0.06761,0.06178,0.00217,0.039,0.00031,-0.04852,-0.02157,-0.0092,-0.08853,0.07225,-0.01271,-0.02926,-0.0114,-0.02757,-0.0149,0.00573,-0.00648,-0.11313,-0.02587,0.03466,0.11291,0.04017,0.27266,0.12501,-0.01897,0.05925,0.01556,0.24217,0.12011,0.02909,0.21734,0.42149,0.07897,0.15002,0.05409,0.02852,0.06112,0.072,0.20972,0.11148,0.2811,0.13847,0.04036,0.05289,0.12433,0.04285,0.16844,0.0921,0.01976,0.06708,0.02827,0.07603
-0.15203,-0.08547,0.1225,0.1215,-0.04079,-0.08283,0.01263,0.14602,0.04856,-0.02608,-0.01885,-0.01672,0.08084,-0.0131,-0.01279,0.13087,-0.06426,-0.08997,0.09646,-0.14074,-0.14284,0.02693,-0.0239,0.06729,-0.04118,0.02306,0.01305,0.09251,0.06723,-0.19376,-0.11032,0.04471,0.47911,0.2138,0.33264,0.31522,0.09947,0.01881,0.01445,-0.00767,0.24972,0.38344,-0.02734,-0.04719,-0.01619,0.14189,0.10971,0.20363,0.27258,0.44116,0.43037,0.33693,0.19302,0.08579,0.32435,0.27026,0.5143,0.3804,0.36463,0.13683,0.02869,0.0761,0.09413,0.16212
0.00145,-0.01447,-0.0067,0.05379,0.01555,-0.11951,-0.04568,0.01688,-0.11619,0.04975,0.04676,-0.05734,-0.11178,-0.05943,-0.10255,-0.07571,-0.00025,-0.01443,0.03495,-0.04678,-0.10399,-0.14322,-0.1431,-0.03217,0.0244,0.00149,0.03899,0.03403,0.02183,-0.20616,-0.07852,-0.1199,0.00267,-0.08498,-0.27918,-0.32482,-0.24905,-0.30048,-0.46221,-0.42381,-0.03371,-0.02788,-0.18881,-0.36547,-0.5373,-0.41683,-0.42887,-0.31424,0.04097,0.01367,-0.32155,-0.35168,-0.53198,-0.50164,-0.42354,-0.34965,0.05503,-0.06405,-0.30731,-0.23466,-0.24553,-0.70974,-0.48648,-0.4635
-0.06787,-0.01062,0.03467,-0.02182,-0.05498,0.04953,0.03242,0.05403,0.03869,0.0076,-0.07152,0.02768,0.03505,0.00715,0.07357,0.07837,0.05787,-0.04708,0.06832,0.03415,0.0237,0.03342,-0.0143,0.03333,-0.0475,-0.02786,0.00228,0.05917,0.02584,-0.05885,-0.02308,0.05379,0.20965,0.07253,0.28637,0.24564,0.10499,0.1407,-0.0525,0.11179,0.16124,0.12299,0.19189,0.37966,0.10585,0.22333,0.05659,0.11995,0.18848,0.35824,0.32506,0.26279,0.36671,0.34422,0.00681,0.11955,0.24763,0.26618,0.41031,0.12526,0.10131,0.24539,0.21887,0.13891
-0.08367,-0.09059,-0.04035,-0.00571,0.00931,0.14526,0.012,0.03393,0.11183,-0.06283,-0.02229,0.10151,0.11052,0.0418,0.08545,0.10668,-0.00795,-0.07354,0.02378,0.04312,-0.0336,-0.01631,0.0723,-0.00787,-0.04982,-0.02798,0.07065,0.03093,0.031,-0.06408,-0.02392,0.12191,0.0279,-0.02812,0.45292,0.36187,0.21536,0.37837,0.17409,0.42618,0.11671,-0.03709,0.29657,0.76314,0.38656,0.44278,0.19837,0.14968,0.10559,0.30908,0.48407,0.43834,0.77561,0.60652,0.38062,0.18371,0.19613,0.23287,0.81874,0.20411,0.19698,0.33689,0.26277,0.26915
-0.0096,-0.00556,-0.00251,-0.04875,-0.0626,0.05969,0.08734,0.01949,0.0381,-0.03166,-0.05998,0.01033,-0.00278,-0.0256,0.05655,0.0318,-0.04251,-0.04022,0.04337,0.00163,0.03491,0.03619,0.02309,0.01558,-0.03518,-0.01559,0.00076,0.03203,0.00799,0.0181,-0.03518,0.03777,-0.00991,-0.00455,1.1969,0.72029,0.1743,0.93198,0.03636,0.26444,0.02548,-0.00803,0.15545,0.93317,0.63695,0.67221,0.08853,0.08746,-0.03743,0.00691,1.23119,1.1914,0.98991,0.7396,0.17209,0.16422,-0.01422,0.00541,1.27856,0.82765,-0.01728,0.36114,0.15587,0.0354
-0.03666,0.04659,0.09018,0.04394,0.01209,-0.03463,-0.00043,-0.07641,-0.00419,0.04291,-0.0205,0.02896,0.03971,-0.01033,0.00238,0.0184,-0.02233,-0.06,0.0104,-0.03579,-0.02425,0.03192,0.03785,0.02627,-0.02876,0.00208,0.00736,0.0495,0.01594,0.00639,-0.00232,-0.01708,0.17155,0.13176,0.34487,0.17668,0.12397,0.21626,0.16652,0.20053,0.03353,0.11467,0.14424,0.44476,0.15985,0.4968,0.05071,0.0671,-0.03092,-0.15908,0.31396,0.18276,0.40627,0.41961,0.20146,0.12119,-0.00535,-0.08262,0.53378,0.13875,0.03671,0.43376,-0.03146,0.23828
-0.08889,-0.03932,0.06621,0.03228,-0.08373,-0.14765,-0.0188,0.08357,-0.03008,-0.06422,-0.08207,-0.04068,-0.01578,-0.03574,-0.07983,0.02973,0.02416,-0.07898,0.03065,-0.1114,-0.11877,0.05007,-0.04013,0.01099,-0.03472,-0.052,-0.03523,0.04997,0.02407,-0.12652,-0.03859,0.00594,0.14493,-0.0613,0.32219,0.2874,0.08136,0.09963,0.23927,0.23462,0.05223,0.02956,0.25303,0.32458,0.07923,0.32434,0.02364,0.09004,-0.00935,-0.02576,0.33983,0.33605,0.3227,0.25191,0.19051,0.10572,0.02497,-0.06104,0.35946,0.18341,0.07598,0.25446,0.02643,0.09987
-0.08716,-0.04857,0.05462,0.09341,0.02491,-0.07564,-0.02079,0.10184,0.03064,-0.02273,-0.00668,0.0075,-0.03281,-0.07955,-0.05688,0.02871,-0.09076,-0.12138,0.01641,-0.09701,-0.09984,-0.01566,0.03085,0.03646,-0.05914,-0.02896,-0.06946,0.00726,0.01843,-0.14713,-0.08612,0.02562,-0.09166,-0.25703,-0.45296,-0.15711,-0.15316,-0.46186,-0.00719,-0.1953,-0.18255,-0.13009,-0.31484,-0.71547,-0.5823,-0.49247,-0.02166,0.01657,-0.19326,-0.10673,-0.32628,-0.26506,-0.62528,-0.59154,-0.12706,0.00077,-0.08886,-0.14916,-0.45515,-0.28975,-0.23043,-0.73595,-0.08952,-0.04101
-0.15437,-0.04108,0.10564,0.09805,-0.07103,-0.19299,-0.00322,0.13972,0.08303,-0.07356,-0.1213,-0.03785,0.11698,-0.03655,-0.08604,0.15398,-0.04645,-0.15002,0.13312,-0.08648,-0.10762,-0.02043,-0.01844,0.08219,-0.02719,-0.07754,0.06047,0.17961,0.14307,-0.1534,-0.0831,0.05691,0.02033,-0.12667,0.51402,0.44842,0.34083,0.26312,0.26748,0.04015,-0.22353,-0.05055,0.09148,0.09129,0.40521,0.47431,0.13227,0.29977,-0.0833,-0.05964,0.61648,0.53497,0.57112,0.52088,0.37374,0.30358,-0.01873,-0.03634,0.54644,0.44502,0.37997,0.55773,0.39732,0.40446
-0.01054,-0.1523,0.04016,0.05494,-0.04566,-0.09877,-0.04417,0.16297,-0.00547,-0.04027,-0.05782,0.08436,0.10082,-0.02128,-0.0899,0.0215,-0.01654,-0.00827,-0.00612,-0.11465,-0.1451,-0.11567,-0.14763,0.06219,-0.00459,0.09121,0.07474,0.03024,0.04962,-0.19662,-0.03143,0.00381,0.28296,0.11929,0.88639,0.57523,0.0577,0.49042,0.47778,0.22371,0.14723,0.20737,0.13223,0.57915,0.41463,0.63474,0.05264,0.10763,0.04897,0.27483,0.76994,1.01482,0.8662,0.63842,0.44668,0.1672,0.3109,0.25734,1.1137,0.37547,0.01764,0.44455,0.08115,0.32422
-0.12406,0.17861,0.00522,0.08024,-0.06163,-0.09025,0.12153,0.02229,0.13771,0.02278,0.06805,-0.10461,0.02466,-0.04796,-0.06726,0.19293,0.11181,-0.01552,0.00292,-0.12634,-0.05628,0.0282,0.19399,0.20419,-0.02829,0.07793,-0.00421,-0.04486,0.04988,-0.10575,-0.10306,0.10388,-0.07286,-0.14894,-0.37727,-0.12272,-0.14818,-0.32368,-0.13359,-0.36922,-0.22308,0.02896,-0.3949,-0.7333,-0.48796,-0.5073,0.02736,-0.00142,-0.0693,-0.02987,-0.27299,-0.14405,-0.67462,-0.48484,-0.12824,-0.05105,-0.07844,0.01776,-0.48498,-0.12511,-0.28624,-0.66788,0.01059,-0.21215
-0.4757,-0.10642,0.09772,0.10023,-0.08308,-0.12633,0.00175,0.07396,0.07063,-0.09189,-0.13223,-0.01033,0.26723,-0.00487,-0.00725,0.15483,-0.10893,-0.44547,0.19949,-0.05408,-0.0169,0.03181,0.13854,0.18756,-0.02922,-0.06472,-0.12092,0.20845,0.10695,-0.13398,0.01075,-0.03878,-0.07089,-0.11169,0.32241,0.34643,0.16831,-0.02243,0.36629,-0.00403,-0.23294,-0.21246,-0.03687,-0.10646,-0.04216,0.19309,0.44213,0.40516,-0.18907,-0.33651,0.16394,0.34762,0.12962,0.14192,0.21424,0.2387,0.01568,-0.05717,0.33775,0.1009,0.05396,0.11554,0.34897,0.29487
0.00741,-0.03156,0.00447,0.01038,0.00894,-0.05267,0.03771,0.02677,0.00991,-0.02493,-0.00348,-0.01382,-0.01963,-0.01632,-0.02343,0.03837,0.01146,-0.02621,0.03668,0.00066,0.04101,0.02751,0.02896,0.04435,-0.04281,-0.03371,-0.01661,0.01556,0.0166,-0.03449,-0.02895,0.04293,-0.08389,-0.08057,0.32241,0.04676,-0.01773,0.03033,0.0979,0.01712,-0.06493,-0.09883,-0.01005,0.08578,-0.00201,0.01406,0.05244,-0.02091,-0.04428,-0.06018,0.20114,0.21869,0.01644,-0.01964,0.02274,0.04624,-0.09437,-0.00819,0.25922,0.03846,-0.07455,-0.01715,0.0078,0.049
-0.02848,-0.00318,0.00343,0.02417,0.01343,0.00718,0.03143,0.06107,0.02498,-0.03906,-0.00736,0.00366,0.02466,0.00716,0.03036,0.05347,0.03812,0.01887,0.04981,0.01547,0.00612,-0.00029,0.03525,0.05338,0.04099,0.09019,0.08196,0.06722,0.00774,0.02285,0.08696,0.08033,0.04098,0.04886,0.34888,0.19973,0.05625,0.1912,0.0417,0.15059,-0.03708,0.01036,0.02776,0.33389,0.1767,0.21565,0.10158,0.11035,-0.07547,-0.09268,0.36695,0.25506,0.4161,0.26074,0.13836,0.13555,0.03096,-0.05027,0.39678,0.14409,0.00912,0.23736,0.06973,0.10929
-0.0075,0.04343,0.06259,0.02328,0.02138,-0.00531,0.00221,0.06858,0.01756,0.00491,0.00602,0.00639,-0.03077,-0.01701,-0.00801,0.05054,0.02546,0.0115,0.02934,-0.02583,0.02375,0.02283,0.05663,0.05562,0.03265,0.01188,-0.01742,0.02051,0.0218,0.02374,0.02108,0.07023,0.03015,0.04258,0.20017,0.2466,0.19661,0.14919,0.18095,0.14629,-0.03002,-0.00082,0.06216,0.11335,0.13262,0.18002,0.15789,0.14053,0.01676,0.01931,0.20232,0.17475,0.24318,0.19028,0.156,0.16358,-0.00607,0.00516,0.30957,0.19056,0.17332,0.27169,0.15078,0.22053
-0.06225,-0.02158,0.09199,0.06748,-0.05114,-0.10413,-0.02223,0.04215,0.0124,-0.04596,-0.04378,-0.00624,0.12763,0.03722,0.02571,0.00802,-0.01549,-0.08556,0.05298,-0.03812,-0.09905,0.00224,-0.04637,-0.00679,0.02251,0.06887,0.04823,0.15785,0.05797,-0.03428,0.00367,0.04733,0.47095,0.18853,0.21684,0.50929,0.18042,0.23906,0.16126,0.26685,0.2127,0.30255,0.46482,0.37088,0.22313,0.35723,0.13802,0.12346,0.18684,0.1281,0.23163,0.35293,0.1745,0.2337,0.26579,0.09753,0.31208,0.15449,0.08706,0.29821,0.28976,0.26933,0.22897,0.20781
-0.08647,-0.05866,0.14884,0.14126,-0.0485,-0.11546,-0.04547,0.02863,0.00758,-0.06625,-0.01273,0.01404,0.09122,0.02029,-0.04589,0.02826,-0.00356,-0.03347,0.10214,-0.04091,-0.06733,0.00919,-0.01151,0.07683,-0.04602,-0.03122,0.07746,0.13233,0.07428,-0.0704,0.01341,0.07549,0.17886,0.12043,0.49263,0.38078,0.07305,0.17973,0.05496,-0.0109,0.05146,0.04994,0.0689,0.14505,0.17919,0.17911,0.14687,0.14046,0.02785,0.15503,0.49097,0.51557,0.29042,0.08533,0.05009,0.1129,0.18174,0.22062,0.72847,0.33845,-0.02992,-0.01567,0.05545,0.09858
-0.09206,-0.03938,0.06555,0.09192,-0.02861,-0.04721,0.12952,0.02924,-0.07133,0.00159,0.01654,0.03213,-0.00909,-0.06643,-0.02364,0.01972,-0.06005,-0.07712,0.02263,-0.04799,-0.06512,0.02307,-0.00642,-0.0404,-0.04143,-0.05071,-0.01434,0.02413,0.01336,-0.09457,-0.08179,-0.02409,-0.02986,-0.07504,0.26612,0.19472,0.0015,0.13152,0.15856,0.04541,-0.07387,-0.0719,0.13203,0.15063,0.10868,0.25148,0.01161,0.05389,-0.1064,-0.04504,0.35988,0.17897,0.29417,0.1989,0.17028,0.12776,0.01125,-0.00371,0.41391,0.12636,0.04453,0.15525,-0.08873,0.20739
-0.13266,-0.08605,0.14488,-0.0052,-0.24868,-0.02004,-0.01579,0.09124,0.03321,-0.0676,0.00145,0.12747,0.16363,0.11052,0.00986,0.14084,-0.05432,-0.11837,0.04504,-0.07297,-0.1653,0.08193,-0.00799,0.05695,-0.04206,0.01,0.10141,0.12845,0.10176,-0.1664,-0.05398,0.0504,0.0638,-0.14844,0.93018,0.7582,0.21807,1.16278,0.32326,0.62662,-0.06043,-0.13871,0.56954,1.32775,0.94541,1.03248,0.26308,0.42662,-0.04852,0.00368,1.04794,0.99525,1.19631,1.14181,0.59257,0.30056,0.20965,0.03551,1.18303,0.65598,0.59967,0.91801,0.45066,0.35356
0.01041,0.0289,0.00968,-0.00968,-0.01158,-0.02907,0.02332,-0.00395,-0.03942,0.03381,0.0006,-0.02967,-0.02466,-0.03735,0.00507,-0.03207,0.00726,0.01593,0.04808,-0.0157,-0.00372,-0.01118,-0.07547,0.0645,0.00932,0.00823,-0.01677,-0.03591,-0.05462,-0.04819,-0.02835,-0.00944,-0.06571,-0.10876,-0.17188,-0.06288,-0.02274,-0.10819,0.03511,-0.11958,-0.0308,-0.0062,-0.10997,-0.08827,-0.09251,0.02607,-0.06883,-0.00094,0.01857,-0.01817,-0.06911,-0.01151,-0.06566,-0.05145,-0.01919,-0.07363,0.02958,-0.15566,0.05879,-0.08684,-0.07156,-0.03788,-0.03821,-0.09466
-0.08055,-0.03388,0.19188,0.11088,0.08347,-0.07187,-0.05341,0.27549,-0.0965,-0.02948,0.03881,-0.04114,0.02783,-0.0458,-0.00619,-0.00737,0.0547,-0.11161,0.04164,-0.02266,-0.13414,0.13329,-0.19423,0.0747,-0.01367,-0.09948,-0.03822,0.07633,0.09432,-0.25282,-0.12153,-0.05181,0.08589,-0.00058,0.55119,0.39421,0.02758,0.14861,-0.10739,-0.14054,0.15844,-0.03524,0.15522,-0.13588,0.22736,0.30745,-0.01731,0.10313,0.03357,0.18821,0.81845,0.85335,0.4184,0.26364,0.05896,0.19988,0.10558,0.10343,0.73361,0.39369,0.07486,0.07753,-0.00222,0.35055
0.01219,0.00893,-0.00559,-0.05551,-0.00329,-0.01343,0.02727,0.03773,0.03195,-0.03784,-0.07403,0.00282,-0.01695,-0.05797,-0.10728,0.05033,0.06621,0.02767,-0.02858,-0.05741,0.00157,-0.00095,0.04568,0.04435,0.03725,0.08504,-0.05337,0.00535,-0.02209,-0.00122,-0.04926,0.1157,0.18326,0.1856,1.17688,0.88841,0.20429,0.9715,0.56839,0.33223,0.08029,0.42739,0.0317,0.78933,0.7466,0.71141,0.23671,0.18591,0.16638,0.75574,1.06841,1.02674,0.86756,0.86183,0.37679,0.31968,0.49966,0.57723,1.10748,0.78217,0.04675,0.59645,0.25974,0.3011
